IN_OUT,Board_No,Address,WIRE_NUM,NAME,REMARK
1,19,8,Y908,Y908_협동로보트 #3 START/RESUME,
1,19,9,Y909,Y909_협동로보트 #3 STOP,
1,19,10,Y910,Y910_협동로보트 #3 PAUSE,
1,19,11,Y911,Y911_협동로보트 #3 ENABLE,
1,19,12,Y912,Y912_협동로보트 #3 DISABLE,
1,19,13,Y913,Y913_협동로보트 #3 CLEAR ALARM,
1,19,14,Y914,Y914_협동로보트 #3 Enter drag mode,
1,19,15,Y915,Y915_협동로보트 #3 Exit drag mode,
1,19,16,Y916,Y916_협동로보트 #2 IN_MANUAL SIGNAL 1,
1,19,17,Y917,Y917_협동로보트 #2 IN_MANUAL SIGNAL 2,
1,19,18,Y918,Y918_협동로보트 #3 IN_MANUAL SIGNAL 1,
1,19,19,Y919,Y919_협동로보트 #3 IN_MANUAL SIGNAL 2,
1,19,20,Y920,Y920_협동로보트 #4 IN_MANUAL SIGNAL 1,
1,19,21,Y921,Y921_협동로보트 #4 IN_MANUAL SIGNAL 2,
1,19,22,Y922,Y922_SPARE,
1,19,23,Y923,Y923_SPARE,
1,19,24,Y924,Y924_협동로보트 #4 START/RESUME,
1,19,25,Y925,Y925_협동로보트 #4 STOP,
1,19,26,Y926,Y926_협동로보트 #4 PAUSE,
1,19,27,Y927,Y927_협동로보트 #4 ENABLE,
1,19,28,Y928,Y928_협동로보트 #4 DISABLE,
1,19,29,Y929,Y929_협동로보트 #4 CLEAR ALARM,
1,19,30,Y930,Y930_협동로보트 #4 Enter drag mode,
1,19,31,Y931,Y931_협동로보트 #4 Exit drag mode,
